year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,bureau_indian_education,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,title_i_status,enrollment_crdc,psenrollment_crdc,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,direct_certification,students_chronically_absent,enrl_IB,enrl_gifted_talented,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,students_AP_exam_none,students_AP_exam_oneormore,students_AP_pass_none,students_AP_pass_oneormore,read_test_num_valid,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_midpt,allegations_harass_sex,allegations_harass_race,allegations_harass_disability,allegations_harass_orientation,allegations_harass_religion,students_disc_harass_dis,students_disc_harass_race,students_disc_harass_sex,students_report_harass_dis,students_report_harass_race,students_report_harass_sex,psychologists_fte,social_workers_fte,counselors_fte
mixed - most recent,"110003000174","Key ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","382","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","32","School is not eligible for either Title I Targeted Assistance or Schoolwide program","417","40","","","","6","37","","","","","","","","","","","156","82","156","72","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003000173","Kimball ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","392","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","26","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","326","57","","","","318","141","","","","","","","","","","","151","7.5","151","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000102","King ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","304","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","25","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","346","62","","","","242","168","","","","","","","","","","","121","17","121","22","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","0.000","0.000"
mixed - most recent,"110009900502","Kingsman Academy PCS","DC","Kingsman Academy PCS","High","Regular school","Yes","Open","6","12","No","Yes","Yes","242","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","22","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","249","Not applicable","","","","190","76","","","","","","","","","","","79","2.5","78","2.5","0","0","0","0","0","0","0","0","0","0","0","0.000","3.000","0.000"
mixed - most recent,"110003100381","KIPP DC - AIM Academy PCS","DC","KIPP DC PCS","Middle","Regular school","Yes","Open","5","8","No","Yes","No","413","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","34","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","377","Not applicable","","","","220","112","","","","","","","","","","","366","27","366","30","2","0","0","5","0","0","0","2","0","0","2","0.000","2.000","0.000"
mixed - most recent,"110003100489","KIPP DC - Arts and Technology Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","Pre-K","Kindergarten","Yes","No","No","344","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","22","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","347","245","","","","181","37","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003100421","KIPP DC - College Preparatory Academy PCS","DC","KIPP DC PCS","High","Regular school","Yes","Open","9","12","No","No","Yes","820","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","74","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","713","Not applicable","","","","342","232","","","112","28","9","112","1","100","11","4","170","22","195","17","7","0","1","5","1","1","0","7","1","0","7","0.000","9.000","3.000"
mixed - most recent,"110003100468","KIPP DC - Connect Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","Pre-K","Kindergarten","Yes","No","No","324","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","21","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","325","224","","","","161","27","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003100427","KIPP DC - Discover Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","Pre-K","Kindergarten","Yes","No","No","366","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","23","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","351","225","","","","236","40","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003100432","KIPP DC - Grow Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","Pre-K","Kindergarten","Yes","No","No","323","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","21","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","321","224","","","","163","34","","","","","","","","","","","","","","","0","0","0","2","0","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003100452","KIPP DC - Heights Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","1","4","Yes","No","No","465","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","34","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","461","Not applicable","","","","268","109","","","","","","","","","","","213","46","213","67","0","0","0","3","0","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003100522","KIPP DC - Honor Academy PCS","DC","KIPP DC PCS","Middle","Regular school","Yes","New","4","8","Yes","Yes","No","272","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","23","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","186","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110003100246","KIPP DC - KEY Academy PCS","DC","KIPP DC PCS","Middle","Regular school","Yes","Open","5","8","No","Yes","No","355","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","338","Not applicable","","","","149","73","","","","","","","","","","","328","40","327","41","1","1","0","13","0","0","0","0","0","1","1","0.000","1.000","0.000"
mixed - most recent,"110003100463","KIPP DC - Lead Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","1","4","Yes","No","No","411","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","29","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","405","Not applicable","","","","192","86","","","","","","","","","","","196","47","196","72","0","0","0","2","0","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003100375","KIPP DC - LEAP Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","Pre-K","Pre-K","Yes","No","No","199","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","13","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","198","198","","","","110","","","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003100487","KIPP DC - Northeast Academy PCS","DC","KIPP DC PCS","Middle","Regular school","Yes","Open","5","8","No","Yes","No","330","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","27","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","332","Not applicable","","","","148","46","","","","","","","","","","","313","33","313","26","8","1","3","10","0","0","0","4","1","1","7","0.000","1.000","0.000"
mixed - most recent,"110003100419","KIPP DC - Promise Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","Kindergarten","4","Yes","No","No","529","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","34","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","520","Not applicable","","","","266","138","","","","","","","","","","","189","47","189","72","0","0","0","0","0","0","0","0","0","0","0","0.000","2.000","0.000"
mixed - most recent,"110003100488","KIPP DC - Quest Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","1","4","Yes","No","No","403","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","29","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","392","Not applicable","","","","225","99","","","","","","","","","","","172","27","172","52","1","1","0","1","0","0","0","0","0","1","1","0.000","1.000","0.000"
mixed - most recent,"110003100523","KIPP DC - Somerset College Preparatory PCS","DC","KIPP DC PCS","High","Regular school","Yes","New","9","12","No","No","Yes","167","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","21","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110003100469","KIPP DC - Spring Academy PCS","DC","KIPP DC PCS","Primary","Regular school","Yes","Open","1","4","Yes","No","No","409","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","410","Not applicable","","","","218","63","","","","","","","","","","","191","32","191","62","0","1","0","2","0","0","0","0","0","1","0","0.000","1.000","0.000"
mixed - most recent,"110003100486","KIPP DC - Valor Academy PCS","DC","KIPP DC PCS","Middle","Regular school","Yes","Open","5","8","Yes","Yes","No","333","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","307","Not applicable","","","","174","25","","","","","","","","","","","293","23","293","23","10","1","1","14","0","0","0","6","1","1","7","0.000","1.000","0.000"
mixed - most recent,"110003100376","KIPP DC - WILL Academy PCS","DC","KIPP DC PCS","Middle","Regular school","Yes","Open","5","8","No","Yes","No","335","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","320","Not applicable","","","","123","76","","","","","","","","","","","302","28","302","39","4","2","1","12","0","1","4","3","1","2","4","0.000","2.000","0.000"
mixed - most recent,"110003000143","Kramer MS","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","208","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","21","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","194","Not applicable","","","","175","84","","","","","","","","","","","205","3","201","0.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","3.000","1.000"
mixed - most recent,"110003000045","Lafayette ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","940","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","58","School is not eligible for either Title I Targeted Assistance or Schoolwide program","816","97","","","","25","44","","","","","","","","","","","308","73","308","79","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","2.000"
mixed - most recent,"110003000044","Langdon ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","370","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","323","78","","","","200","55","","","","","","","","","","","122","32","122","22","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003000445","Langley ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","308","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","275","67","","","","145","112","","","","","","","","","","","118","12","118","12","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","0.000"
mixed - most recent,"110003000042","LaSalle-Backus Education Campus","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","366","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","39","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","364","48","","","","188","89","","","","","","","","","","","213","21","212","18","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","4.000","1.000"
mixed - most recent,"110003200247","Latin American Montessori Bilingual PCS","DC","Latin American Montessori Bilingual PCS","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","476","No","No","No","Not applicable","Missing/not reported","No","No","47","School is not eligible for either Title I Targeted Assistance or Schoolwide program","462","236","","","","31","32","","","","","","","","","","","120","62","120","37","0","0","0","0","0","0","0","0","0","0","0","1.000","0.000","2.000"
mixed - most recent,"110003000161","Lawrence E. Boone ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","427","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","29","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","404","90","","","","323","136","","","","","","","","","","","148","17","148","12","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000041","Leckie Education Campus","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","491","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","36","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","558","99","","","","250","99","","","","","","","","","","","255","27","253","16","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110009300476","Lee Montessori PCS - Brookland","DC","Lee Montessori PCS","Primary","Regular school","Yes","Open","Pre-K","6","Yes","No","No","236","No","No","No","Not applicable","Missing/not reported","No","No","14","School is not eligible for either Title I Targeted Assistance or Schoolwide program","211","86","","","","20","5","","","","","","","","","","","18","30","18","30","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","1.000"
mixed - most recent,"110009300525","Lee Montessori PCS - East End","DC","Lee Montessori PCS","Prekindergarten","Regular school","Yes","New","Pre-K","Pre-K","Yes","No","No","75","","No","No","Not applicable","Missing/not reported","No","No","3","School is not eligible for either Title I Targeted Assistance or Schoolwide program","","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110003000037","Ludlow-Taylor ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","459","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","38","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","414","109","","","","74","53","","","","","","","","","","","145","72","145","52","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003000198","Luke C. Moore HS","DC","District of Columbia Public Schools","High","Other/alternative school","No","Open","9","12","No","No","Yes","280","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","16","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","251","Not applicable","","","","181","319","","","","","","","","","","","23","10","24","10","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","1.000"
mixed - most recent,"110003000511","MacFarland MS","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","560","","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","41","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","132","Not applicable","","","","185","","","","","","","","","","","","136","22","136","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","1.000"
mixed - most recent,"110003000036","Malcolm X ES at Green","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","233","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","19","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","258","58","","","","186","73","","","","","","","","","","","102","12","102","12","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000035","Mann ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","426","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","31","School is not eligible for either Title I Targeted Assistance or Schoolwide program","400","40","","","","8","30","","","","","","","","","","","157","77","157","77","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003000032","Marie Reed ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","461","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","43","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","427","101","","","","110","85","","","","","","","","","","","145","52","145","47","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","1.000"
mixed - most recent,"110004400275","Mary McLeod Bethune Day Academy PCS","DC","Mary McLeod Bethune Day Academy PCS","Primary","Regular school","Yes","Open","Pre-K","8","Yes","Yes","No","423","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","53","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","458","85","","","","200","48","","","","","","","","","","","179","17","179","22","0","0","0","0","0","0","0","0","0","0","0","1.000","0.000","1.000"
mixed - most recent,"110003000034","Maury ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","457","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","32","School is not eligible for either Title I Targeted Assistance or Schoolwide program","407","84","","","","32","31","","","","","","","","","","","141","67","141","72","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110001400391","Maya Angelou PCS - HS","DC","Maya Angelou PCS","High","Other/alternative school","Yes","Open","9","12","No","No","Yes","192","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","20","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","170","Not applicable","","","","157","148","","","","","","","","","","","49","5","76","2.5","0","1","0","0","0","0","1","0","0","1","0","0.000","3.000","9.000"
mixed - most recent,"110003000470","McKinley MS","DC","District of Columbia Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","247","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","19","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","241","Not applicable","","","","143","150","","","","","","","","","","","231","24","232","9","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","1.000"
mixed - most recent,"110003000267","McKinley Technology HS","DC","District of Columbia Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","653","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","43","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","618","Not applicable","","","","159","305","","","300","65","45","228","5","295","251","51","144","67","120","22","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","3.000"
mixed - most recent,"110001500229","Meridian PCS","DC","Meridian PCS","Primary","Regular school","Yes","Open","Pre-K","8","Yes","Yes","No","634","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","62","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","617","120","","","","277","81","","","","","","","","","","","302","28","302","17","0","0","0","0","0","0","0","0","0","0","0","1.000","0.000","2.000"
mixed - most recent,"110003000004","Miner ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","372","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","33","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","345","96","","","","215","94","","","","","","","","","","","118","12","118","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","0.000"
mixed - most recent,"110010000500","Monument Academy PCS","DC","Monument Academy PCS","Middle","Regular school","Yes","Open","5","8","Yes","Yes","No","102","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","18","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","118","Not applicable","","","","82","4","","","","","","","","","","","97","2.5","97","2.5","0","3","2","1","0","0","0","0","2","1","0","1.000","1.000","5.000"
mixed - most recent,"110003000002","Moten ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","286","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","25","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","401","81","","","","232","217","","","","","","","","","","","155","7.5","153","2.5","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110008600527","Mundo Verde Bilingual PCS - 4401 8th Street NE Campus","DC","Mundo Verde Bilingual PCS","Primary","Regular school","Yes","New","Pre-K","Kindergarten","Yes","No","No","268","","No","No","Not applicable","Missing/not reported","No","No","15","School is not eligible for either Title I Targeted Assistance or Schoolwide program","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"110008600444","Mundo Verde Bilingual PCS","DC","Mundo Verde Bilingual PCS","Primary","Regular school","Yes","Open","Pre-K","5","Yes","No","No","606","No","No","No","Not applicable","Missing/not reported","No","No","43","School is not eligible for either Title I Targeted Assistance or Schoolwide program","490","89","","","","77","74","","","","","","","","","","","202","46","202","48","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000"
mixed - most recent,"110003000001","Murch ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","623","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","40","School is not eligible for either Title I Targeted Assistance or Schoolwide program","573","60","","","","22","10","","","","","","","","","","","261","70","261","62","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","1.000"
mixed - most recent,"110003000163","Nalle ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","347","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","30","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","387","90","","","","230","50","","","","","","","","","","","135","12","135","27","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110007900424","National Collegiate Preparatory PCHS","DC","National Collegiate Preparatory PCHS","High","Regular school","Yes","Open","9","12","No","No","Yes","114","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","18","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","","","","","","74","133","","","","","","","0","19","17","","63","12","65","2.5","","","","","","","","","","","","","",""
mixed - most recent,"110003000164","Noyes ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","228","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","23","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","195","40","","","","140","63","","","","","","","","","","","77","12","76","17","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","1.000","0.000"
mixed - most recent,"110003000160","Oyster-Adams Bilingual School","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","8","Yes","Yes","No","731","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","61","School is not eligible for either Title I Targeted Assistance or Schoolwide program","676","41","","","","47","42","","","","","","","","","","","400","71","398","61","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","2.000"
mixed - most recent,"110003000158","Patterson ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","394","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","36","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","374","79","","","","331","206","","","","","","","","","","","144","7.5","144","12","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","1.000","2.000","0.000"
mixed - most recent,"110003900477","Paul PCS - International HS","DC","Paul PCS","High","Regular school","Yes","Open","9","12","No","No","Yes","427","No","Yes","Yes","Not applicable","Missing/not reported","No","No","43","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","480","Not applicable","","","","137","20","","","77","","","77","1","74","21","4","148","17","137","7.5","0","0","0","0","0","0","0","0","0","0","0","0.500","2.000","2.500"
mixed - most recent,"110003900257","Paul PCS - MS","DC","Paul PCS","Middle","Regular school","Yes","Open","6","8","No","Yes","No","320","No","Yes","Yes","Not applicable","Missing/not reported","No","No","28","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","228","Not applicable","","","","124","2","","","","","","","","","","","214","20","214","18","4","0","0","0","0","0","0","4","0","0","3","0.500","1.000","1.000"
mixed - most recent,"110003000157","Payne ES","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","321","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","27","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","315","72","","","","130","136","","","","","","","","","","","124","17","123","22","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","1.000","0.000"
mixed - most recent,"110003000156","Peabody ES (Capitol Hill Cluster)","DC","District of Columbia Public Schools","Primary","Regular school","No","Open","Pre-K","Kindergarten","Yes","No","No","222","No","No","No","Not applicable","Missing/not reported","No","Yes participating without using any Provision or the CEP","14","School is not eligible for either Title I Targeted Assistance or Schoolwide program","227","138","","","","9","43","","","","","","","","","","","","","","","0","0","0","Missing/not reported","Missing/not reported","0","0","0","0","0","0","0.000","0.000","0.000"
mixed - most recent,"110001100225","Perry Street Preparatory PCS","DC","Perry Street Preparatory PCS","Primary","Regular school","Yes","Open","Pre-K","8","Yes","Yes","No","402","No","Yes","Yes","Not applicable","Missing/not reported","No","Yes under the Community Eligibility Provision (CEP)","36","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","357","90","","","","206","107","","","","","","","","","","","141","22","141","12","0","0","0","0","0","0","0","0","0","0","0","0.000","1.000","2.000"
